Timestamp,Wind speed [m/s],Wind direction [deg],Ambient temperature [C],output power [kW],Status,State,Ice detected,IPS
23.2.2003 23:30,6.3,308.9,0.4,363,OK,OK,NO,OFF
23.2.2003 23:40,5.9,302,0.5,301,OK,OK,NO,OFF
23.2.2003 23:50,6,310.3,0.4,336,OK,OK,NO,OFF
24.2.2003 0:00,6.9,326,0.5,421,OK,OK,NO,OFF
24.2.2003 0:10,6.7,305.6,0.2,374,OK,OK,NO,OFF
24.2.2003 0:20,5.5,303.7,0,212,OK,OK,NO,OFF
24.2.2003 0:30,5.5,306.7,0.1,135,OK,OK,NO,OFF
24.2.2003 0:40,6.7,312.7,-0.1,402,OK,OK,NO,OFF
24.2.2003 0:50,7.6,309.3,-0.3,603,OK,OK,NO,OFF
24.2.2003 1:00,7.3,316.4,0,449,OK,OK,NO,OFF
24.2.2003 1:10,6.5,323.6,0.1,468,OK,OK,NO,OFF
24.2.2003 1:20,6.8,317,0.3,674,OK,OK,NO,OFF
24.2.2003 1:30,7.4,324.9,0.3,624,OK,OK,NO,OFF
24.2.2003 1:40,7.2,319.5,0.6,460,OK,OK,NO,OFF
24.2.2003 1:50,8.5,311.1,0.9,896,OK,OK,NO,OFF
24.2.2003 2:00,8.9,310.9,0.7,937,OK,OK,NO,OFF
24.2.2003 2:10,8.4,310.9,0.4,868,OK,OK,NO,OFF
24.2.2003 2:20,7.1,304.9,0.2,588,OK,OK,NO,OFF
24.2.2003 2:30,8.3,319.3,0.5,843,OK,OK,NO,OFF
24.2.2003 2:40,6.5,320.2,0,384,OK,OK,NO,OFF
24.2.2003 2:50,7.2,311.8,-0.1,566,OK,OK,NO,OFF
24.2.2003 3:00,7,325,0.4,533,OK,OK,NO,OFF
24.2.2003 3:10,6.9,324,0.3,197,OK,OK,NO,OFF
24.2.2003 3:20,5.6,314.1,0.1,339,OK,OK,NO,OFF
24.2.2003 3:30,7.1,329,0.5,461,OK,OK,NO,OFF
24.2.2003 3:40,5.6,320,0.6,209,OK,OK,NO,OFF
24.2.2003 3:50,7.1,314.2,0.9,484,OK,OK,NO,OFF
24.2.2003 4:00,6.3,318.6,1.1,361,OK,OK,NO,OFF
24.2.2003 4:10,7,313.6,0.9,370,OK,OK,NO,OFF
24.2.2003 4:20,8.3,310.8,1.2,775,OK,OK,NO,OFF
24.2.2003 4:30,7.5,316,0.9,524,OK,OK,NO,OFF
24.2.2003 4:40,5.4,322.7,0.7,171,OK,OK,NO,OFF
24.2.2003 4:50,5.6,326.3,0.8,342,OK,OK,NO,OFF
24.2.2003 5:00,6.1,325.7,1.1,337,OK,OK,NO,OFF
24.2.2003 5:10,7.4,315.9,1.3,546,OK,OK,NO,OFF
24.2.2003 5:20,6,334.2,1,328,OK,OK,NO,OFF
24.2.2003 5:30,5.3,335.8,0.7,263,OK,OK,NO,OFF
24.2.2003 5:40,4.5,348.2,0.5,112,OK,OK,NO,OFF
24.2.2003 5:50,5.1,352,0.3,148,OK,OK,NO,OFF
24.2.2003 6:00,5.1,352.7,0.5,172,OK,OK,NO,OFF
24.2.2003 6:10,5.5,345.6,0.7,258,OK,OK,NO,OFF
24.2.2003 6:20,5.5,345.3,0.4,198,OK,OK,NO,OFF
24.2.2003 6:30,5.6,339.9,0.4,230,OK,OK,NO,OFF
24.2.2003 6:40,6.2,335.1,0.2,271,OK,OK,NO,OFF
24.2.2003 6:50,5.5,338.6,0.2,232,OK,OK,NO,OFF
24.2.2003 7:00,6.1,334.3,0.1,343,OK,OK,NO,OFF
24.2.2003 7:10,5.8,335,0,285,OK,OK,NO,OFF
24.2.2003 7:20,5.6,338.6,0.2,290,OK,OK,NO,OFF
24.2.2003 7:30,5,344.7,0.2,114,OK,OK,NO,OFF
24.2.2003 7:40,4.7,353.6,0.3,103,OK,OK,NO,OFF
24.2.2003 7:50,5.1,340.5,0.3,165,OK,OK,NO,OFF
24.2.2003 8:00,5.6,336.6,0.3,111,OK,OK,NO,OFF
24.2.2003 8:10,6.1,331.2,0.3,306,OK,OK,NO,OFF
24.2.2003 8:20,4,345.4,0.2,72,OK,OK,NO,OFF
24.2.2003 8:30,4.3,348.6,0.1,115,OK,OK,NO,OFF
24.2.2003 8:40,4.4,345.4,0,79,OK,OK,NO,OFF
24.2.2003 8:50,4.4,345.4,0,63,OK,OK,NO,OFF
24.2.2003 9:00,4.6,349.1,0,102,OK,OK,NO,OFF
24.2.2003 9:10,4.5,348.9,0,94,OK,OK,NO,OFF
24.2.2003 9:20,3.8,356.5,0,56,OK,OK,NO,OFF
24.2.2003 9:30,3.8,350.4,-0.1,49,OK,OK,NO,OFF
24.2.2003 9:40,5.6,338,0,344,OK,OK,NO,OFF
24.2.2003 9:50,6.3,338.4,0,243,OK,OK,NO,OFF
24.2.2003 10:00,6,345.3,0,230,OK,OK,NO,OFF
24.2.2003 10:10,5.4,343.8,0,171,OK,OK,NO,OFF
24.2.2003 10:20,4.8,349.4,0,117,OK,OK,NO,OFF
24.2.2003 10:30,4.8,347.2,0,126,OK,OK,NO,OFF
24.2.2003 10:40,4.5,351.7,0,121,OK,OK,NO,OFF
24.2.2003 10:50,4.9,359.9,0,193,OK,OK,NO,OFF
24.2.2003 11:00,4.4,352.5,0.2,112,OK,OK,NO,OFF
24.2.2003 11:10,4.7,342,0.3,139,OK,OK,NO,OFF
24.2.2003 11:20,4.4,341.1,0.5,103,OK,OK,NO,OFF
24.2.2003 11:30,3.8,341.5,0.5,41,OK,OK,NO,OFF
24.2.2003 11:40,5.1,341.7,0.6,204,OK,OK,NO,OFF
24.2.2003 11:50,5.1,349.4,0.7,136,OK,OK,NO,OFF
24.2.2003 12:00,4.8,348.5,0.8,163,OK,OK,NO,OFF
24.2.2003 12:10,5.4,353,0.9,152,OK,OK,NO,OFF
24.2.2003 12:20,5.6,349.4,0.9,186,OK,OK,NO,OFF
24.2.2003 12:30,5.6,344.4,1,209,OK,OK,NO,OFF
24.2.2003 12:40,6.2,345.4,1.1,282,OK,OK,NO,OFF
24.2.2003 12:50,6.8,340.2,1.1,545,OK,OK,NO,OFF
24.2.2003 13:00,5.8,347.1,1.1,244,OK,OK,NO,OFF
24.2.2003 13:10,6.2,344.7,1.1,431,OK,OK,NO,OFF
24.2.2003 13:20,6.9,338,1.1,480,OK,OK,NO,OFF
24.2.2003 13:30,7.9,334.5,1.1,526,OK,OK,NO,OFF
24.2.2003 13:40,7.1,338.2,1.1,589,OK,OK,NO,OFF
24.2.2003 13:50,6.4,340.2,1.1,274,OK,OK,NO,OFF
24.2.2003 14:00,4.8,345.1,1.1,146,OK,OK,NO,OFF
24.2.2003 14:10,4.6,345.1,1.2,109,OK,OK,NO,OFF
24.2.2003 14:20,5.1,342.1,1.2,108,OK,OK,NO,OFF
24.2.2003 14:30,5.6,345.9,1.2,113,OK,OK,NO,OFF
24.2.2003 14:40,5.9,347.7,1.2,272,OK,OK,NO,OFF
24.2.2003 14:50,5.5,351.2,1.1,194,OK,OK,NO,OFF
24.2.2003 15:00,4.5,344.2,1.1,99,OK,OK,NO,OFF
24.2.2003 15:10,4.9,340.2,1,97,OK,OK,NO,OFF
24.2.2003 15:20,5.9,337.7,0.9,288,OK,OK,NO,OFF
24.2.2003 15:30,5.3,344.4,1,147,OK,OK,NO,OFF
24.2.2003 15:40,6.3,343.9,0.9,298,OK,OK,NO,OFF
24.2.2003 15:50,5.7,339.6,0.8,221,OK,OK,NO,OFF
24.2.2003 16:00,4.4,342.1,0.8,108,OK,OK,NO,OFF
24.2.2003 16:10,4.8,332.8,0.7,154,OK,OK,NO,OFF
24.2.2003 16:20,4.2,338.6,0.6,98,OK,OK,NO,OFF
24.2.2003 16:30,4.4,330.4,0.6,85,OK,OK,NO,OFF
24.2.2003 16:40,4.1,344.6,0.5,81,OK,OK,NO,OFF
24.2.2003 16:50,4.4,327.6,0.4,98,OK,OK,NO,OFF
24.2.2003 17:00,3.5,326.7,0.4,35,OK,OK,NO,OFF
24.2.2003 17:10,4.7,315.3,0.5,121,OK,OK,NO,OFF
24.2.2003 17:20,5.6,330.9,0.4,229,OK,OK,NO,OFF
24.2.2003 17:30,6,332.4,0.3,354,OK,OK,NO,OFF
24.2.2003 17:40,4.7,327,0.3,104,OK,OK,NO,OFF
24.2.2003 17:50,5.5,321.8,0.1,174,OK,OK,NO,OFF
24.2.2003 18:00,5.9,335.3,0.1,236,OK,OK,NO,OFF
24.2.2003 18:10,5.6,333,0,293,OK,OK,NO,OFF
24.2.2003 18:20,5.7,329,-0.1,219,OK,OK,NO,OFF
24.2.2003 18:30,4.3,338.4,-0.2,100,OK,OK,NO,OFF
24.2.2003 18:40,4.8,337.2,-0.2,169,OK,OK,NO,OFF
24.2.2003 18:50,4.5,336.6,-0.3,98,OK,OK,NO,OFF
24.2.2003 19:00,5,336.1,-0.3,165,OK,OK,NO,OFF
24.2.2003 19:10,4.9,336.6,-0.5,148,OK,OK,NO,OFF
24.2.2003 19:20,5.8,332.6,-0.5,328,OK,OK,NO,OFF
24.2.2003 19:30,4.6,337.6,-0.8,103,OK,OK,NO,OFF
24.2.2003 19:40,4.5,340.7,-1,76,OK,OK,NO,OFF
24.2.2003 19:50,4.3,337.5,-1,117,OK,OK,NO,OFF
24.2.2003 20:00,4.2,342.2,-0.9,95,OK,OK,NO,OFF
24.2.2003 20:10,5.6,334.4,-1,281,OK,OK,NO,OFF
24.2.2003 20:20,5.6,333.3,-1.1,229,OK,OK,NO,OFF
24.2.2003 20:30,6.4,329.2,-1,334,OK,OK,NO,OFF
24.2.2003 20:40,6.4,328.7,-1,549,OK,OK,NO,OFF
24.2.2003 20:50,6.6,328.7,-1,393,OK,OK,NO,OFF
24.2.2003 21:00,6,328.9,-0.8,245,OK,OK,NO,OFF
24.2.2003 21:10,5.5,321.6,-0.9,201,OK,OK,NO,OFF
24.2.2003 21:20,5.3,323.2,-0.9,164,OK,OK,NO,OFF
24.2.2003 21:30,5.7,326,-0.8,234,OK,OK,NO,OFF
24.2.2003 21:40,4.3,336.5,-1,85,OK,OK,NO,OFF
24.2.2003 21:50,4.4,330.2,-1.1,82,OK,OK,NO,OFF
24.2.2003 22:00,4.3,325.2,-1.2,94,OK,OK,NO,OFF
24.2.2003 22:10,4.4,321.6,-1.2,89,OK,OK,NO,OFF
24.2.2003 22:20,4.2,322.5,-1.1,79,OK,OK,NO,OFF
24.2.2003 22:30,4.6,328.5,-0.9,145,OK,OK,NO,OFF
24.2.2003 22:40,3.8,320.2,-0.7,48,OK,OK,NO,OFF
24.2.2003 22:50,4.9,326.2,-0.6,165,OK,OK,NO,OFF
24.2.2003 23:00,4.4,307.8,-1.2,74,OK,OK,NO,OFF
24.2.2003 23:10,4.3,317.7,-1,127,OK,OK,NO,OFF
24.2.2003 23:20,4.5,316.3,-0.9,134,OK,OK,NO,OFF
24.2.2003 23:30,4.7,304.4,-0.7,150,OK,OK,NO,OFF
24.2.2003 23:40,5.3,308.3,-0.5,166,OK,OK,NO,OFF
24.2.2003 23:50,5.5,311.6,-0.3,261,OK,OK,NO,OFF
25.2.2003 0:00,6.3,308.4,-0.1,307,OK,OK,NO,OFF
25.2.2003 0:10,5.5,302.9,-0.6,216,OK,OK,NO,OFF
25.2.2003 0:20,5.7,301.5,-0.8,246,OK,OK,NO,OFF
25.2.2003 0:30,6.5,303.6,-0.6,585,OK,OK,NO,OFF
25.2.2003 0:40,6.8,303.8,-0.6,613,OK,OK,NO,OFF
25.2.2003 0:50,6.9,305.8,-0.5,452,OK,OK,NO,OFF
25.2.2003 1:00,7.8,310.9,0,702,OK,OK,NO,OFF
25.2.2003 1:10,8,312,0.4,755,OK,OK,NO,OFF
25.2.2003 1:20,7.8,313.6,0.9,680,OK,OK,NO,OFF
25.2.2003 1:30,6.3,307.9,0.4,271,OK,OK,NO,OFF
25.2.2003 1:40,5.1,301.2,-0.4,178,OK,OK,NO,OFF
25.2.2003 1:50,4.8,280.6,-1.7,194,OK,OK,NO,OFF
25.2.2003 2:00,6.3,289.3,-1.7,290,OK,OK,NO,OFF
25.2.2003 2:10,6.8,301.7,-0.5,434,OK,OK,NO,OFF
25.2.2003 2:20,5.8,298.7,-0.5,333,OK,OK,NO,OFF
25.2.2003 2:30,6.1,283.7,-1.3,333,OK,OK,NO,OFF
25.2.2003 2:40,6.8,273.3,-1.2,313,OK,OK,NO,OFF
25.2.2003 2:50,7.6,269.8,-1.7,524,OK,OK,NO,OFF
25.2.2003 3:00,7.4,273.3,-1.7,669,OK,OK,NO,OFF
25.2.2003 3:10,7,276.1,-1.4,404,OK,OK,NO,OFF
25.2.2003 3:20,6.3,274.9,-1.5,208,OK,OK,NO,OFF
25.2.2003 3:30,6.7,267.5,-1.7,502,OK,OK,NO,OFF
25.2.2003 3:40,6.6,268.2,-2,355,OK,OK,NO,OFF
25.2.2003 3:50,6.5,267.6,-2.2,243,OK,OK,NO,OFF
25.2.2003 4:00,6.4,267.6,-2.5,249,OK,OK,NO,OFF
25.2.2003 4:10,6.3,267.5,-2.4,293,OK,OK,NO,OFF
25.2.2003 4:20,6,268.6,-2.3,356,OK,OK,NO,OFF
25.2.2003 4:30,5.7,266.9,-2.7,121,OK,OK,NO,OFF
25.2.2003 4:40,6.8,273.9,-2.7,443,OK,OK,NO,OFF
25.2.2003 4:50,7,272,-2.5,326,OK,OK,NO,OFF
25.2.2003 5:00,6.6,274.4,-2,371,OK,OK,NO,OFF
25.2.2003 5:10,7.7,280.2,-1.4,353,OK,OK,NO,OFF
25.2.2003 5:20,9.1,284.8,0,1061,OK,OK,NO,OFF
25.2.2003 5:30,7.8,286.1,1.7,620,OK,OK,NO,OFF
25.2.2003 5:40,7.6,282.1,1.6,470,OK,OK,NO,OFF
25.2.2003 5:50,7.2,269.7,-1.1,438,OK,OK,NO,OFF
25.2.2003 6:00,7.7,271.8,-1.6,517,OK,OK,NO,OFF
25.2.2003 6:10,8.1,278.4,-0.5,820,OK,OK,NO,OFF
25.2.2003 6:20,8.3,277.9,-1.1,720,OK,OK,NO,OFF
25.2.2003 6:30,8.3,272.4,-2,879,OK,OK,NO,OFF
25.2.2003 6:40,7.7,270.6,-2.4,678,OK,OK,NO,OFF
25.2.2003 6:50,7.5,271.3,-2.6,730,OK,OK,NO,OFF
25.2.2003 7:00,7.4,276,-3.6,534,OK,OK,NO,OFF
25.2.2003 7:10,7.6,280.2,-3.1,698,OK,OK,NO,OFF
25.2.2003 7:20,7.1,283.9,-2.4,590,OK,OK,NO,OFF
25.2.2003 7:30,5.5,282.8,-2,152,OK,OK,NO,OFF
25.2.2003 7:40,4.7,274,-1.9,131,OK,OK,NO,OFF
25.2.2003 7:50,3.4,264.4,-1.7,27,OK,OK,NO,OFF
25.2.2003 8:00,3.4,270.7,-0.2,24,OK,OK,NO,OFF
25.2.2003 8:10,4.2,253.2,-2.2,76,OK,OK,NO,OFF
25.2.2003 8:20,4.9,245.8,-2.8,148,OK,OK,NO,OFF
25.2.2003 8:30,5.4,243,-4.1,158,OK,OK,NO,OFF
25.2.2003 8:40,5.4,244.1,-4.5,243,OK,OK,NO,OFF
25.2.2003 8:50,4.8,238.6,-4,103,OK,OK,NO,OFF
25.2.2003 9:00,4,229.8,-4.3,72,OK,OK,NO,OFF
25.2.2003 9:10,5.5,246.8,-4.8,178,OK,OK,NO,OFF
25.2.2003 9:20,5.1,243.4,-4.8,150,OK,OK,NO,OFF
25.2.2003 9:30,4.3,231.7,-4.8,76,OK,OK,NO,OFF
25.2.2003 9:40,4.3,239.3,-4.6,85,OK,OK,NO,OFF
25.2.2003 9:50,4.4,245.1,-4.8,101,OK,OK,NO,OFF
25.2.2003 10:00,4,241.5,-4.9,56,OK,OK,NO,OFF
25.2.2003 10:10,4.6,249.2,-4.8,106,OK,OK,NO,OFF
25.2.2003 10:20,3.9,244.5,-4.6,73,OK,OK,NO,OFF
25.2.2003 10:30,2.7,239,-4.4,0,OK,OK,NO,OFF
25.2.2003 10:40,3.2,252,-3.9,13,OK,OK,NO,OFF
25.2.2003 10:50,3,248.1,-3.8,0,OK,OK,NO,OFF
25.2.2003 11:00,3,253.8,-3.8,0,OK,OK,NO,OFF
25.2.2003 11:10,2.8,253.3,-3.6,0,OK,OK,NO,OFF
25.2.2003 11:20,2.3,253.1,-3.1,0,OK,OK,NO,OFF
25.2.2003 11:30,1.2,255.6,-3.6,0,OK,OK,NO,OFF
25.2.2003 11:40,1.3,267.6,-3.1,0,OK,OK,NO,OFF
25.2.2003 11:50,1.3,238.4,-3.4,0,OK,OK,NO,OFF
25.2.2003 12:00,1.4,246,-3.4,0,OK,OK,NO,OFF
25.2.2003 12:10,1,314.9,-2.5,0,OK,OK,NO,OFF
25.2.2003 12:20,1.1,315.6,-3.1,0,OK,OK,NO,OFF
25.2.2003 12:30,0.3,257,-3.4,0,OK,OK,NO,OFF
25.2.2003 12:40,0.4,270,-3.6,0,OK,OK,NO,OFF
25.2.2003 12:50,0.8,40.2,-3.6,0,OK,OK,NO,OFF
25.2.2003 13:00,1.9,57.1,-3.6,0,OK,OK,NO,OFF
25.2.2003 13:10,2.6,32.7,-3.9,0,OK,OK,NO,OFF
25.2.2003 13:20,1.4,6.7,-3.8,0,OK,OK,NO,OFF
25.2.2003 13:30,1.1,38.7,-2.6,0,OK,OK,NO,OFF
25.2.2003 13:40,1.8,51.8,-3.2,0,OK,OK,NO,OFF
25.2.2003 13:50,2,53,-3.7,0,OK,OK,NO,OFF
25.2.2003 14:00,2.7,42.9,-3.7,0,OK,OK,NO,OFF
25.2.2003 14:10,2.9,50.8,-3.6,0,OK,OK,NO,OFF
25.2.2003 14:20,3.1,58.3,-3.3,4,OK,OK,NO,OFF
25.2.2003 14:30,2.7,58.8,-3.4,0,OK,OK,NO,OFF
25.2.2003 14:40,1.6,28.1,-3.6,0,OK,OK,NO,OFF
25.2.2003 14:50,2.2,45.2,-3.6,0,OK,OK,NO,OFF
25.2.2003 15:00,2.5,46.6,-3.8,0,OK,OK,NO,OFF
25.2.2003 15:10,2.5,51.3,-3.7,0,OK,OK,NO,OFF
25.2.2003 15:20,2.7,44.5,-3.8,0,OK,OK,NO,OFF
25.2.2003 15:30,2.4,45.6,-3.7,0,OK,OK,NO,OFF
25.2.2003 15:40,3.5,43.5,-3.7,29,OK,OK,NO,OFF
25.2.2003 15:50,3.7,36.3,-3.7,43,OK,OK,NO,OFF
25.2.2003 16:00,3.9,32.2,-3.8,50,OK,OK,NO,OFF
25.2.2003 16:10,4.7,41,-3.7,85,OK,OK,NO,OFF
25.2.2003 16:20,4.7,45.7,-3.7,106,OK,OK,NO,OFF
25.2.2003 16:30,5,50.5,-3.6,230,OK,OK,NO,OFF
25.2.2003 16:40,5.4,56.8,-3.2,267,OK,OK,NO,OFF
25.2.2003 16:50,5.3,57.6,-3.4,297,OK,OK,NO,OFF
25.2.2003 17:00,5.1,64.7,-3.4,187,OK,OK,NO,OFF
25.2.2003 17:10,5.4,69.3,-3.4,109,OK,OK,NO,OFF
25.2.2003 17:20,5.5,67,-3.4,269,OK,OK,NO,OFF
25.2.2003 17:30,4.9,71.1,-3.5,148,OK,OK,NO,OFF
25.2.2003 17:40,3.9,66.6,-3.6,65,OK,OK,NO,OFF
25.2.2003 17:50,3.1,61.9,-3.7,8,OK,OK,NO,OFF
25.2.2003 18:00,1.8,87,-3.7,0,OK,OK,NO,OFF
25.2.2003 18:10,2.4,125.2,-4,0,OK,OK,NO,OFF
25.2.2003 18:20,2.2,118.8,-3.9,0,OK,OK,NO,OFF
25.2.2003 18:30,2.4,121.2,-3.6,0,OK,OK,NO,OFF
25.2.2003 18:40,2.3,109.8,-3.7,0,OK,OK,NO,OFF
25.2.2003 18:50,3.3,97.5,-4,18,OK,OK,NO,OFF
25.2.2003 19:00,4.3,90.8,-3.4,71,OK,OK,NO,OFF
25.2.2003 19:10,3.1,94.7,-2.8,7,OK,OK,NO,OFF
25.2.2003 19:20,2.8,92.7,-2.8,0,OK,OK,NO,OFF
25.2.2003 19:30,2.4,96.1,-3.7,0,OK,OK,NO,OFF
25.2.2003 19:40,3.1,98,-4.2,8,OK,OK,NO,OFF
25.2.2003 19:50,3.4,103,-4.4,16,OK,OK,NO,OFF
25.2.2003 20:00,5.2,95.8,-4.5,213,OK,OK,NO,OFF
25.2.2003 20:10,6,93.2,-4.5,303,OK,OK,NO,OFF
25.2.2003 20:20,5.7,88.1,-4.6,226,OK,OK,NO,OFF
25.2.2003 20:30,4,93.6,-4.7,71,OK,OK,NO,OFF
25.2.2003 20:40,3.8,92.9,-4.7,66,OK,OK,NO,OFF
25.2.2003 20:50,2.8,100.1,-4.7,0,OK,OK,NO,OFF
25.2.2003 21:00,3,112.4,-4.6,0,OK,OK,NO,OFF
25.2.2003 21:10,4.6,120.7,-4.5,127,OK,OK,NO,OFF
25.2.2003 21:20,5.5,125.3,-4.5,212,OK,OK,NO,OFF
25.2.2003 21:30,5.4,125.3,-4.5,127,OK,OK,NO,OFF
25.2.2003 21:40,5.5,126.4,-4.5,190,OK,OK,NO,OFF
25.2.2003 21:50,4.1,132.1,-4.5,63,OK,OK,NO,OFF
25.2.2003 22:00,3.4,139.4,-4.5,19,OK,OK,NO,OFF
25.2.2003 22:10,3,140.2,-4.6,0,OK,OK,NO,OFF
25.2.2003 22:20,2.2,133.3,-4.5,0,OK,OK,NO,OFF
25.2.2003 22:30,2.1,142.6,-4.5,0,OK,OK,NO,OFF
25.2.2003 22:40,2.1,152,-4.6,0,OK,OK,NO,OFF
25.2.2003 22:50,2.7,149.9,-4.7,0,OK,OK,NO,OFF
25.2.2003 23:00,2.5,141.1,-4.7,0,OK,OK,NO,OFF
25.2.2003 23:10,2.1,148.9,-4.7,0,OK,OK,NO,OFF
25.2.2003 23:20,1.3,144.3,-4.4,0,OK,OK,NO,OFF
25.2.2003 23:30,1.5,133.5,-4.6,0,OK,OK,NO,OFF
25.2.2003 23:40,1.3,138.8,-4.6,0,OK,OK,NO,OFF
25.2.2003 23:50,0.7,66.1,-4.5,0,OK,OK,NO,OFF
26.2.2003 0:00,1,347.3,-4.5,0,OK,OK,NO,OFF
26.2.2003 0:10,1.8,329.6,-4.7,0,OK,OK,NO,OFF
26.2.2003 0:20,2.6,341.7,-4.6,0,OK,OK,NO,OFF
26.2.2003 0:30,2,349.7,-4.5,0,OK,OK,NO,OFF
26.2.2003 0:40,1.8,344.2,-4.6,0,OK,OK,NO,OFF
26.2.2003 0:50,1.9,319.3,-4.7,0,OK,OK,NO,OFF
26.2.2003 1:00,1.9,305.6,-4.8,0,OK,OK,NO,OFF
26.2.2003 1:10,2.2,311.3,-4.8,0,OK,OK,NO,OFF
26.2.2003 1:20,2.3,322.9,-4.9,0,OK,OK,NO,OFF
26.2.2003 1:30,2.6,324.4,-5,0,OK,OK,NO,OFF
26.2.2003 1:40,2.5,319.8,-5,0,OK,OK,NO,OFF
26.2.2003 1:50,2.5,303.3,-5,0,OK,OK,NO,OFF
26.2.2003 2:00,2.6,305.3,-5,0,OK,OK,NO,OFF
26.2.2003 2:10,3.4,299.5,-4.9,25,OK,OK,NO,OFF
26.2.2003 2:20,3.8,313.5,-4.8,42,OK,OK,NO,OFF
26.2.2003 2:30,3.8,319,-4.7,41,OK,OK,NO,OFF
26.2.2003 2:40,3.2,313.6,-4.7,13,OK,OK,NO,OFF
26.2.2003 2:50,2.8,298.6,-4.7,0,OK,OK,NO,OFF
26.2.2003 3:00,2.5,289.4,-4.7,0,OK,OK,NO,OFF
26.2.2003 3:10,2.5,300.9,-4.3,0,OK,OK,NO,OFF
26.2.2003 3:20,3,281.4,-4.7,0,OK,OK,NO,OFF
26.2.2003 3:30,3.2,283.1,-4.8,11,OK,OK,NO,OFF
26.2.2003 3:40,3.8,284.6,-4.7,65,OK,OK,NO,OFF
26.2.2003 3:50,4.1,284.2,-4.8,87,OK,OK,NO,OFF
26.2.2003 4:00,4.6,277.1,-4.6,119,OK,OK,NO,OFF
26.2.2003 4:10,4.2,279,-4.6,123,OK,OK,NO,OFF
26.2.2003 4:20,4.4,278.9,-4.7,102,OK,OK,NO,OFF
26.2.2003 4:30,4.5,277.7,-4.7,120,OK,OK,NO,OFF
26.2.2003 4:40,4.4,283.8,-4.8,114,OK,OK,NO,OFF
26.2.2003 4:50,4.9,288.2,-4.8,142,OK,OK,NO,OFF
26.2.2003 5:00,5.2,280,-4.7,149,OK,OK,NO,OFF
26.2.2003 5:10,5.1,277.6,-4.8,71,OK,OK,NO,OFF
26.2.2003 5:20,5.3,281.4,-4.8,199,OK,OK,NO,OFF
26.2.2003 5:30,5.2,279.9,-4.7,232,OK,OK,NO,OFF
26.2.2003 5:40,5.6,282.5,-4.5,328,OK,OK,NO,OFF
26.2.2003 5:50,4.7,275.9,-4.5,128,OK,OK,NO,OFF
26.2.2003 6:00,4.8,275.5,-4.5,165,OK,OK,NO,OFF
26.2.2003 6:10,5.1,281.7,-4.6,171,OK,OK,NO,OFF
26.2.2003 6:20,5.1,282.1,-4.5,161,OK,OK,NO,OFF
26.2.2003 6:30,5.5,285.1,-4.6,181,OK,OK,NO,OFF
26.2.2003 6:40,5.5,287.6,-4.5,217,OK,OK,NO,OFF
26.2.2003 6:50,5.6,284.1,-4.4,232,OK,OK,NO,OFF
26.2.2003 7:00,5.5,277.3,-4.4,233,OK,OK,NO,OFF
26.2.2003 7:10,5.3,281.1,-4.4,228,OK,OK,NO,OFF
26.2.2003 7:20,4.6,275.6,-4.4,109,OK,OK,NO,OFF
26.2.2003 7:30,4.2,262.8,-4.6,91,OK,OK,NO,OFF
26.2.2003 7:40,4.1,251.8,-5,91,OK,OK,NO,OFF
26.2.2003 7:50,4.6,255.2,-5,108,OK,OK,NO,OFF
26.2.2003 8:00,5.2,257.3,-4.8,181,OK,OK,NO,OFF
26.2.2003 8:10,5.3,261.1,-4.8,164,OK,OK,NO,OFF
26.2.2003 8:20,5.1,258.8,-4.8,39,OK,OK,NO,OFF
26.2.2003 8:30,5.4,253.2,-4.8,236,OK,OK,NO,OFF
26.2.2003 8:40,5.2,249.2,-5,150,OK,OK,NO,OFF
26.2.2003 8:50,4.7,252.3,-5.2,99,OK,OK,NO,OFF
26.2.2003 9:00,4.6,244.6,-5.4,102,OK,OK,NO,OFF
26.2.2003 9:10,4.8,240.1,-5.7,109,OK,OK,NO,OFF
26.2.2003 9:20,5.3,241.5,-5.8,182,OK,OK,NO,OFF
26.2.2003 9:30,5.8,246.5,-5.7,263,OK,OK,NO,OFF
26.2.2003 9:40,5.1,245.8,-5.6,193,OK,OK,NO,OFF
26.2.2003 9:50,5.3,253.1,-5,178,OK,OK,NO,OFF
26.2.2003 10:00,5.8,253.5,-5.1,342,OK,OK,NO,OFF
26.2.2003 10:10,6.3,251.8,-5.1,324,OK,OK,NO,OFF
26.2.2003 10:20,6.8,255.9,-4.3,457,OK,OK,NO,OFF
26.2.2003 10:30,7,251.9,-4.9,487,OK,OK,NO,OFF
26.2.2003 10:40,8,253.8,-3.9,584,OK,OK,NO,OFF
26.2.2003 10:50,6.6,246.3,-4.5,370,OK,OK,NO,OFF
26.2.2003 11:00,6.4,244.9,-4.9,487,OK,OK,NO,OFF
26.2.2003 11:10,7.1,247,-5.4,454,OK,OK,NO,OFF
26.2.2003 11:20,6.6,244.4,-5.3,383,OK,OK,NO,OFF
26.2.2003 11:30,7,249.8,-5,576,OK,OK,NO,OFF
26.2.2003 11:40,7.4,252.1,-4.8,318,OK,OK,NO,OFF
26.2.2003 11:50,6.9,246,-5,375,OK,OK,NO,OFF
26.2.2003 12:00,6.4,241.5,-5.1,400,OK,OK,NO,OFF
26.2.2003 12:10,6.5,243.6,-5.2,438,OK,OK,NO,OFF
26.2.2003 12:20,6.6,241.7,-5,439,OK,OK,NO,OFF
